playerid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,schoolid,yearid
augusdo01,1963.0,7.0,3.0,USA,CA,Inglewood,,,,,,,Don,August,Donald Glenn,190.0,75.0,R,R,1988-06-02,1991-10-01,augud001,augusdo01,chapmanca,1982.0
augusdo01,1963.0,7.0,3.0,USA,CA,Inglewood,,,,,,,Don,August,Donald Glenn,190.0,75.0,R,R,1988-06-02,1991-10-01,augud001,augusdo01,chapmanca,1983.0
augusdo01,1963.0,7.0,3.0,USA,CA,Inglewood,,,,,,,Don,August,Donald Glenn,190.0,75.0,R,R,1988-06-02,1991-10-01,augud001,augusdo01,chapmanca,1984.0
augusje01,1952.0,7.0,24.0,USA,WI,Kewaunee,,,,,,,Jerry,Augustine,Gerald Lee,183.0,72.0,L,L,1975-09-09,1984-04-11,auguj001,augusje01,wilacrosse,1971.0
augusje01,1952.0,7.0,24.0,USA,WI,Kewaunee,,,,,,,Jerry,Augustine,Gerald Lee,183.0,72.0,L,L,1975-09-09,1984-04-11,auguj001,augusje01,wilacrosse,1972.0
augusje01,1952.0,7.0,24.0,USA,WI,Kewaunee,,,,,,,Jerry,Augustine,Gerald Lee,183.0,72.0,L,L,1975-09-09,1984-04-11,auguj001,augusje01,wilacrosse,1973.0
augusje01,1952.0,7.0,24.0,USA,WI,Kewaunee,,,,,,,Jerry,Augustine,Gerald Lee,183.0,72.0,L,L,1975-09-09,1984-04-11,auguj001,augusje01,wilacrosse,1974.0
aukerel01,1910.0,9.0,21.0,USA,KS,Norcatur,2006.0,8.0,4.0,USA,FL,Vero Beach,Elden,Auker,Elden LeRoy,194.0,74.0,R,R,1933-08-10,1942-09-20,aukee101,aukerel01,kansasst,1929.0
aukerel01,1910.0,9.0,21.0,USA,KS,Norcatur,2006.0,8.0,4.0,USA,FL,Vero Beach,Elden,Auker,Elden LeRoy,194.0,74.0,R,R,1933-08-10,1942-09-20,aukee101,aukerel01,kansasst,1930.0
aukerel01,1910.0,9.0,21.0,USA,KS,Norcatur,2006.0,8.0,4.0,USA,FL,Vero Beach,Elden,Auker,Elden LeRoy,194.0,74.0,R,R,1933-08-10,1942-09-20,aukee101,aukerel01,kansasst,1931.0
aukerel01,1910.0,9.0,21.0,USA,KS,Norcatur,2006.0,8.0,4.0,USA,FL,Vero Beach,Elden,Auker,Elden LeRoy,194.0,74.0,R,R,1933-08-10,1942-09-20,aukee101,aukerel01,kansasst,1932.0
auldsle01,1920.0,12.0,28.0,USA,LA,Farmerville,1999.0,10.0,13.0,USA,TX,Hondo,Tex,Aulds,Leycester Doyle,185.0,74.0,R,R,1947-05-25,1947-06-22,auldt101,auldsle01,,
aultdo01,1950.0,3.0,9.0,USA,TX,Beaumont,2004.0,12.0,22.0,USA,FL,Tarpon Springs,Doug,Ault,Douglas Reagan,200.0,75.0,R,L,1976-09-09,1980-10-05,aultd101,aultdo01,txpanol,1969.0
aultdo01,1950.0,3.0,9.0,USA,TX,Beaumont,2004.0,12.0,22.0,USA,FL,Tarpon Springs,Doug,Ault,Douglas Reagan,200.0,75.0,R,L,1976-09-09,1980-10-05,aultd101,aultdo01,txpanol,1970.0
aultdo01,1950.0,3.0,9.0,USA,TX,Beaumont,2004.0,12.0,22.0,USA,FL,Tarpon Springs,Doug,Ault,Douglas Reagan,200.0,75.0,R,L,1976-09-09,1980-10-05,aultd101,aultdo01,txtech,1971.0
aultdo01,1950.0,3.0,9.0,USA,TX,Beaumont,2004.0,12.0,22.0,USA,FL,Tarpon Springs,Doug,Ault,Douglas Reagan,200.0,75.0,R,L,1976-09-09,1980-10-05,aultd101,aultdo01,txtech,1972.0
aumonph01,1989.0,1.0,7.0,CAN,QC,Gatineau,,,,,,,Phillippe,Aumont,Phillippe,240.0,79.0,L,R,2012-08-23,2015-06-19,aumop001,aumonph01,,
aurilri01,1971.0,9.0,2.0,USA,NY,Brooklyn,,,,,,,Rich,Aurilia,Richard Santo,170.0,72.0,R,R,1995-09-06,2009-10-04,aurir001,aurilri01,stjohns,1990.0
aurilri01,1971.0,9.0,2.0,USA,NY,Brooklyn,,,,,,,Rich,Aurilia,Richard Santo,170.0,72.0,R,R,1995-09-06,2009-10-04,aurir001,aurilri01,stjohns,1991.0
aurilri01,1971.0,9.0,2.0,USA,NY,Brooklyn,,,,,,,Rich,Aurilia,Richard Santo,170.0,72.0,R,R,1995-09-06,2009-10-04,aurir001,aurilri01,stjohns,1992.0
ausanjo01,1965.0,12.0,9.0,USA,NY,Kingston,,,,,,,Joe,Ausanio,Joseph John,205.0,73.0,R,R,1994-07-14,1995-09-15,ausaj001,ausanjo01,jacksonvil,1985.0
ausanjo01,1965.0,12.0,9.0,USA,NY,Kingston,,,,,,,Joe,Ausanio,Joseph John,205.0,73.0,R,R,1994-07-14,1995-09-15,ausaj001,ausanjo01,jacksonvil,1986.0
ausanjo01,1965.0,12.0,9.0,USA,NY,Kingston,,,,,,,Joe,Ausanio,Joseph John,205.0,73.0,R,R,1994-07-14,1995-09-15,ausaj001,ausanjo01,jacksonvil,1987.0
ausanjo01,1965.0,12.0,9.0,USA,NY,Kingston,,,,,,,Joe,Ausanio,Joseph John,205.0,73.0,R,R,1994-07-14,1995-09-15,ausaj001,ausanjo01,jacksonvil,1988.0
ausmubr01,1969.0,4.0,14.0,USA,CT,New Haven,,,,,,,Brad,Ausmus,Bradley David,190.0,71.0,R,R,1993-07-28,2010-10-03,ausmb001,ausmubr01,,
austde01,1940.0,11.0,25.0,USA,NE,Tecumseh,,,,,,,Dennis,Aust,Dennis Kay,180.0,71.0,R,R,1965-09-06,1966-05-07,austd101,austde01,florida,1960.0
austde01,1940.0,11.0,25.0,USA,NE,Tecumseh,,,,,,,Dennis,Aust,Dennis Kay,180.0,71.0,R,R,1965-09-06,1966-05-07,austd101,austde01,florida,1961.0
austihe01,1844.0,10.0,,USA,NY,,1904.0,11.0,2.0,USA,NY,Amityville,Henry,Austin,Henry C.,,,,,1873-04-28,1873-08-07,austh101,austihe01,,
austije01,1976.0,10.0,19.0,USA,CA,San Bernardino,,,,,,,Jeff,Austin,Jeffrey Wellington,185.0,72.0,R,R,2001-06-26,2003-05-28,austj002,austije01,stanford,1997.0
austije01,1976.0,10.0,19.0,USA,CA,San Bernardino,,,,,,,Jeff,Austin,Jeffrey Wellington,185.0,72.0,R,R,2001-06-26,2003-05-28,austj002,austije01,stanford,1998.0
austiji01,1879.0,12.0,8.0,United Kingdom,Swansea,Swansea,1965.0,3.0,6.0,USA,CA,Laguna Beach,Jimmy,Austin,James Philip,155.0,67.0,B,R,1909-04-19,1929-10-06,austj101,austiji01,,
austiji02,1963.0,12.0,7.0,USA,VA,Farmville,,,,,,,Jim,Austin,James Parker,200.0,74.0,R,R,1991-07-04,1993-07-20,austj001,austiji02,vcu,1984.0
austiji02,1963.0,12.0,7.0,USA,VA,Farmville,,,,,,,Jim,Austin,James Parker,200.0,74.0,R,R,1991-07-04,1993-07-20,austj001,austiji02,vcu,1985.0
austiji02,1963.0,12.0,7.0,USA,VA,Farmville,,,,,,,Jim,Austin,James Parker,200.0,74.0,R,R,1991-07-04,1993-07-20,austj001,austiji02,vcu,1986.0
austiri01,1946.0,10.0,27.0,USA,WA,Seattle,,,,,,,Rick,Austin,Rick Gerald,190.0,76.0,R,L,1970-06-21,1976-06-27,austr101,austiri01,washst,1967.0
austiri01,1946.0,10.0,27.0,USA,WA,Seattle,,,,,,,Rick,Austin,Rick Gerald,190.0,76.0,R,L,1970-06-21,1976-06-27,austr101,austiri01,washst,1968.0
austity01,1991.0,9.0,6.0,USA,GA,Conyers,,,,,,,Tyler,Austin,Christopher Tyler,220.0,74.0,R,R,2016-08-13,2017-10-01,austt001,austity01,,
autryal01,1952.0,2.0,29.0,USA,CA,Modesto,,,,,,,Al,Autry,Albert,225.0,77.0,R,R,1976-09-14,1976-09-14,autra101,autryal01,,
autrych01,1885.0,1.0,2.0,USA,TN,Humboldt,1976.0,1.0,16.0,USA,CA,Santa Rosa,Chick,Autry,William Askew,168.0,71.0,L,L,1907-09-18,1909-10-07,autrc101,autrych01,,
autrych02,1903.0,3.0,5.0,USA,TX,Martindale,1950.0,1.0,26.0,USA,GA,Savannah,Chick,Autry,Martin Gordon,180.0,72.0,R,R,1924-04-20,1930-09-18,autrc102,autrych02,,
avenbr01,1972.0,3.0,4.0,USA,TX,Orange,,,,,,,Bruce,Aven,David Bruce,180.0,69.0,R,R,1997-08-27,2002-05-27,avenb001,avenbr01,lamar,1991.0
avenbr01,1972.0,3.0,4.0,USA,TX,Orange,,,,,,,Bruce,Aven,David Bruce,180.0,69.0,R,R,1997-08-27,2002-05-27,avenb001,avenbr01,lamar,1992.0
avenbr01,1972.0,3.0,4.0,USA,TX,Orange,,,,,,,Bruce,Aven,David Bruce,180.0,69.0,R,R,1997-08-27,2002-05-27,avenb001,avenbr01,lamar,1993.0
avenbr01,1972.0,3.0,4.0,USA,TX,Orange,,,,,,,Bruce,Aven,David Bruce,180.0,69.0,R,R,1997-08-27,2002-05-27,avenb001,avenbr01,lamar,1994.0
averiea01,1902.0,5.0,21.0,USA,WA,Snohomish,1983.0,8.0,16.0,USA,WA,Everett,Earl,Averill,Howard Earl,172.0,69.0,L,R,1929-04-16,1941-04-25,avere101,averiea01,,
averiea02,1931.0,9.0,9.0,USA,OH,Cleveland,2015.0,5.0,13.0,USA,WA,Tacoma,Earl,Averill,Earl Douglas,185.0,70.0,R,R,1956-04-19,1963-09-26,avere102,averiea02,oregon,1951.0
averiea02,1931.0,9.0,9.0,USA,OH,Cleveland,2015.0,5.0,13.0,USA,WA,Tacoma,Earl,Averill,Earl Douglas,185.0,70.0,R,R,1956-04-19,1963-09-26,avere102,averiea02,oregon,1952.0
averiea02,1931.0,9.0,9.0,USA,OH,Cleveland,2015.0,5.0,13.0,USA,WA,Tacoma,Earl,Averill,Earl Douglas,185.0,70.0,R,R,1956-04-19,1963-09-26,avere102,averiea02,oregon,1953.0
averyst01,1970.0,4.0,14.0,USA,MI,Trenton,,,,,,,Steve,Avery,Steven Thomas,180.0,76.0,L,L,1990-06-13,2003-07-20,avers001,averyst01,,
averyxa01,1990.0,1.0,1.0,USA,GA,Atlanta,,,,,,,Xavier,Avery,Xavier Tyrone,190.0,72.0,L,L,2012-05-13,2012-10-01,averx001,averyxa01,,
avilaal01,1987.0,1.0,29.0,USA,FL,Hialeah,,,,,,,Alex,Avila,Alexander Thomas,210.0,71.0,L,R,2009-08-06,2017-10-01,avila001,avilaal01,alabama,2006.0
avilaal01,1987.0,1.0,29.0,USA,FL,Hialeah,,,,,,,Alex,Avila,Alexander Thomas,210.0,71.0,L,R,2009-08-06,2017-10-01,avila001,avilaal01,alabama,2007.0
avilaal01,1987.0,1.0,29.0,USA,FL,Hialeah,,,,,,,Alex,Avila,Alexander Thomas,210.0,71.0,L,R,2009-08-06,2017-10-01,avila001,avilaal01,alabama,2008.0
avilabo01,1924.0,4.0,2.0,Mexico,Veracruz,Veracruz,2004.0,10.0,26.0,Mexico,Veracruz,Veracruz,Bobby,Avila,Roberto Francisco,175.0,70.0,R,R,1949-04-30,1959-09-29,avilb101,avilabo01,,
avilalu01,1989.0,7.0,19.0,Venezuela,Distrito Federal,Caracas,,,,,,,Luis,Avilan,Luis Armando,225.0,74.0,L,L,2012-07-14,2017-09-21,avill001,avilalu01,,
avilemi01,1981.0,3.0,13.0,USA,NY,New York,,,,,,,Mike,Aviles,Michael Anthony,205.0,70.0,R,R,2008-05-29,2017-10-01,avilm001,avilemi01,concordny,2000.0
avilemi01,1981.0,3.0,13.0,USA,NY,New York,,,,,,,Mike,Aviles,Michael Anthony,205.0,70.0,R,R,2008-05-29,2017-10-01,avilm001,avilemi01,concordny,2001.0
avilemi01,1981.0,3.0,13.0,USA,NY,New York,,,,,,,Mike,Aviles,Michael Anthony,205.0,70.0,R,R,2008-05-29,2017-10-01,avilm001,avilemi01,concordny,2002.0
avilemi01,1981.0,3.0,13.0,USA,NY,New York,,,,,,,Mike,Aviles,Michael Anthony,205.0,70.0,R,R,2008-05-29,2017-10-01,avilm001,avilemi01,concordny,2003.0
avilera01,1952.0,1.0,22.0,P.R.,,Manati,,,,,,,Ramon,Aviles,Ramon Antonio,155.0,69.0,R,R,1977-07-10,1981-10-04,avilr101,avilera01,,
avreaja01,1920.0,7.0,6.0,USA,TX,Cleburne,1987.0,6.0,26.0,USA,TX,Dallas,Jay,Avrea,James Epherium,175.0,73.0,R,R,1950-04-22,1950-05-06,avrej101,avreaja01,,
axelrdy01,1985.0,7.0,30.0,USA,CA,Santa Barbara,,,,,,,Dylan,Axelrod,Dylan Davis Haines,195.0,70.0,R,R,2011-09-07,2015-08-18,axeld001,axelrdy01,ucirvine,2006.0
axelrdy01,1985.0,7.0,30.0,USA,CA,Santa Barbara,,,,,,,Dylan,Axelrod,Dylan Davis Haines,195.0,70.0,R,R,2011-09-07,2015-08-18,axeld001,axelrdy01,ucirvine,2007.0
axforjo01,1983.0,4.0,1.0,CAN,ON,Simcoe,,,,,,,John,Axford,John Berton,220.0,77.0,R,R,2009-09-15,2017-07-24,axfoj001,axforjo01,canisius,2006.0
axforjo01,1983.0,4.0,1.0,CAN,ON,Simcoe,,,,,,,John,Axford,John Berton,220.0,77.0,R,R,2009-09-15,2017-07-24,axfoj001,axforjo01,notredame,2003.0
axforjo01,1983.0,4.0,1.0,CAN,ON,Simcoe,,,,,,,John,Axford,John Berton,220.0,77.0,R,R,2009-09-15,2017-07-24,axfoj001,axforjo01,notredame,2005.0
ayalabe01,1951.0,2.0,7.0,P.R.,,Yauco,,,,,,,Benny,Ayala,Benigno,185.0,73.0,R,R,1974-08-27,1985-10-02,ayalb001,ayalabe01,,
ayalabo01,1969.0,7.0,8.0,USA,CA,Ventura,,,,,,,Bobby,Ayala,Robert Joseph,190.0,74.0,R,R,1992-09-05,1999-10-02,ayalb002,ayalabo01,,
ayalalu01,1978.0,1.0,12.0,Mexico,Sinaloa,Los Mochis,,,,,,,Luis,Ayala,Luis Ignacio,205.0,74.0,R,R,2003-03-31,2013-09-29,ayall001,ayalalu01,,
aybarer01,1984.0,1.0,14.0,D.R.,Peravia,Bani,,,,,,,Erick,Aybar,Erick Johan,195.0,70.0,B,R,2006-05-16,2017-10-01,aybae001,aybarer01,,
aybarma01,1972.0,5.0,4.0,D.R.,Peravia,Bani,,,,,,,Manny,Aybar,Manuel Antonio,165.0,73.0,R,R,1997-08-04,2005-06-10,aybam001,aybarma01,,
aybarwi01,1983.0,3.0,9.0,D.R.,Peravia,Bani,,,,,,,Willy,Aybar,Willy Del Jesus,205.0,71.0,B,R,2005-08-31,2010-10-03,aybaw001,aybarwi01,,
aydelja01,1861.0,7.0,6.0,USA,IN,Marion,1926.0,10.0,22.0,USA,MI,Detroit,Jake,Aydelott,Jacob Stuart,180.0,72.0,L,R,1884-05-15,1886-07-13,aydej101,aydelja01,,
ayersbi01,1919.0,9.0,27.0,USA,GA,Newnan,1980.0,9.0,24.0,USA,GA,Newnan,Bill,Ayers,William Oscar,185.0,75.0,R,R,1947-04-17,1947-07-13,ayerb101,ayersbi01,,
ayersdo01,1891.0,5.0,21.0,USA,VA,Snake Creek,1968.0,5.0,26.0,USA,VA,Pulaski,Doc,Ayers,Yancey Wyatt,185.0,73.0,R,R,1913-09-09,1921-05-21,ayerd101,ayersdo01,vamedic,1912.0
aylwadi01,1925.0,6.0,4.0,USA,MD,Baltimore,1983.0,6.0,11.0,USA,CA,Spring Valley,Dick,Aylward,Richard John,190.0,72.0,R,R,1953-05-01,1953-05-20,aylwd101,aylwadi01,,
ayraubo01,1966.0,4.0,27.0,USA,CA,South Lake Tahoe,,,,,,,Bob,Ayrault,Robert Cunningham,230.0,76.0,R,R,1992-06-07,1993-07-25,ayrab001,ayraubo01,unlv,1987.0
ayraubo01,1966.0,4.0,27.0,USA,CA,South Lake Tahoe,,,,,,,Bob,Ayrault,Robert Cunningham,230.0,76.0,R,R,1992-06-07,1993-07-25,ayrab001,ayraubo01,unlv,1988.0
ayraujo01,1971.0,10.0,8.0,USA,MI,Rochester,,,,,,,Joe,Ayrault,Joseph Allen,190.0,75.0,R,R,1996-09-01,1996-09-29,ayraj001,ayraujo01,,
azcuejo01,1939.0,8.0,18.0,Cuba,Cienfuegos,Cienfuegos,,,,,,,Joe,Azcue,Jose Joaquin,190.0,72.0,R,R,1960-08-03,1972-09-29,azcuj101,azcuejo01,,
azocaos01,1965.0,2.0,21.0,Venezuela,Sucre,Soro,2010.0,6.0,14.0,Venezuela,Carabobo,Valencia,Oscar,Azocar,Oscar Gregorio,170.0,73.0,L,L,1990-07-17,1992-10-04,azoco001,azocaos01,,
babbch01,1873.0,2.0,20.0,USA,OR,Milwaukie,1954.0,3.0,19.0,USA,OR,Portland,Charlie,Babb,Charles Amos,165.0,70.0,B,R,1903-04-17,1905-09-02,babbc101,babbch01,,
babcobo01,1949.0,8.0,25.0,USA,PA,New Castle,,,,,,,Bob,Babcock,Robert Ernest,210.0,77.0,R,R,1979-07-22,1981-06-11,babcb101,babcobo01,,
babelo01,1928.0,1.0,11.0,USA,IA,Pisgah,1984.0,2.0,14.0,USA,NE,Omaha,Loren,Babe,Loren Rolland,180.0,70.0,L,R,1952-08-19,1953-09-27,babel101,babelo01,,
babicjo01,1913.0,5.0,14.0,USA,CA,Albion,2001.0,1.0,19.0,USA,CA,Richmond,Johnny,Babich,John Charles,185.0,73.0,R,R,1934-06-19,1941-08-28,babij101,babicjo01,,
babinch01,1895.0,5.0,4.0,USA,RI,Cranston,1957.0,3.0,22.0,USA,RI,Providence,Charlie,Babington,Charles Percy,170.0,72.0,R,R,1915-07-20,1915-09-26,babic101,babinch01,brown,1913.0
babinch01,1895.0,5.0,4.0,USA,RI,Cranston,1957.0,3.0,22.0,USA,RI,Providence,Charlie,Babington,Charles Percy,170.0,72.0,R,R,1915-07-20,1915-09-26,babic101,babinch01,brown,1914.0
babinch01,1895.0,5.0,4.0,USA,RI,Cranston,1957.0,3.0,22.0,USA,RI,Providence,Charlie,Babington,Charles Percy,170.0,72.0,R,R,1915-07-20,1915-09-26,babic101,babinch01,brown,1915.0
babitsh01,1959.0,3.0,9.0,USA,CA,Oakland,,,,,,,Shooty,Babitt,Mack Neal,174.0,68.0,R,R,1981-04-09,1981-09-04,babis101,babitsh01,,
backebr01,1978.0,4.0,5.0,USA,TX,Galveston,,,,,,,Brandon,Backe,Brandon Allen,182.0,72.0,R,R,2002-07-19,2009-06-18,backb001,backebr01,txgalve,1997.0
backebr01,1978.0,4.0,5.0,USA,TX,Galveston,,,,,,,Brandon,Backe,Brandon Allen,182.0,72.0,R,R,2002-07-19,2009-06-18,backb001,backebr01,txgalve,1998.0
backmle01,1888.0,3.0,20.0,USA,OH,Cleves,1975.0,11.0,8.0,USA,OH,Cincinnati,Les,Backman,Lester John,195.0,72.0,R,R,1909-07-03,1910-08-28,backl101,backmle01,rosehulman,1907.0
backmle01,1888.0,3.0,20.0,USA,OH,Cleves,1975.0,11.0,8.0,USA,OH,Cincinnati,Les,Backman,Lester John,195.0,72.0,R,R,1909-07-03,1910-08-28,backl101,backmle01,rosehulman,1908.0
backmle01,1888.0,3.0,20.0,USA,OH,Cleves,1975.0,11.0,8.0,USA,OH,Cincinnati,Les,Backman,Lester John,195.0,72.0,R,R,1909-07-03,1910-08-28,backl101,backmle01,rosehulman,1909.0
backmwa01,1959.0,9.0,22.0,USA,OR,Hillsboro,,,,,,,Wally,Backman,Walter Wayne,160.0,69.0,B,R,1980-09-02,1993-05-14,backw001,backmwa01,,
baconed01,1895.0,4.0,8.0,USA,KY,Frankfort,1963.0,10.0,2.0,USA,KY,Louisville,Eddie,Bacon,Edgar Suter,158.0,68.0,,,1917-08-13,1917-08-20,bacoe101,baconed01,,
bacsimi01,1952.0,4.0,1.0,USA,TX,Dallas,,,,,,,Mike,Bacsik,Michael James,180.0,74.0,R,R,1975-06-15,1980-08-09,bacsm101,bacsimi01,trinitytx,1971.0
bacsimi01,1952.0,4.0,1.0,USA,TX,Dallas,,,,,,,Mike,Bacsik,Michael James,180.0,74.0,R,R,1975-06-15,1980-08-09,bacsm101,bacsimi01,trinitytx,1972.0
bacsimi01,1952.0,4.0,1.0,USA,TX,Dallas,,,,,,,Mike,Bacsik,Michael James,180.0,74.0,R,R,1975-06-15,1980-08-09,bacsm101,bacsimi01,trinitytx,1973.0
bacsimi02,1977.0,11.0,11.0,USA,TX,Dallas,,,,,,,Mike,Bacsik,Michael Joseph,225.0,74.0,L,L,2001-08-05,2007-09-30,bacsm001,bacsimi02,,
baczefr01,1926.0,5.0,15.0,USA,MN,St. Paul,1976.0,11.0,14.0,USA,CA,Culver City,Fred,Baczewski,Frederic John,185.0,74.0,L,L,1953-04-26,1955-04-16,baczf101,baczefr01,,
badenbu01,1983.0,2.0,8.0,USA,GA,Atlanta,,,,,,,Burke,Badenhop,Burke Heinrich,205.0,77.0,R,R,2008-04-09,2015-10-03,badeb001,badenbu01,bowlgreen,2002.0
badenbu01,1983.0,2.0,8.0,USA,GA,Atlanta,,,,,,,Burke,Badenhop,Burke Heinrich,205.0,77.0,R,R,2008-04-09,2015-10-03,badeb001,badenbu01,bowlgreen,2003.0
badenbu01,1983.0,2.0,8.0,USA,GA,Atlanta,,,,,,,Burke,Badenhop,Burke Heinrich,205.0,77.0,R,R,2008-04-09,2015-10-03,badeb001,badenbu01,bowlgreen,2004.0
badenbu01,1983.0,2.0,8.0,USA,GA,Atlanta,,,,,,,Burke,Badenhop,Burke Heinrich,205.0,77.0,R,R,2008-04-09,2015-10-03,badeb001,badenbu01,bowlgreen,2005.0
baderar01,1886.0,9.0,21.0,USA,MO,St. Louis,1957.0,4.0,5.0,USA,MO,St. Louis,Art,Bader,Arthur Herman,170.0,70.0,R,R,1904-08-02,1904-08-03,badea101,baderar01,,
baderha01,1994.0,6.0,3.0,USA,NY,Bronxville,,,,,,,Harrison,Bader,Harrison Joseph,195.0,72.0,R,R,2017-07-25,2017-10-01,badeh001,baderha01,,
baderlo01,1888.0,4.0,27.0,USA,IL,Bader,1973.0,6.0,2.0,USA,KS,Le Roy,King,Bader,Lore Verne,175.0,72.0,L,R,1912-09-30,1918-07-18,badek101,baderlo01,,
badgrre01,1902.0,12.0,1.0,USA,WA,Orillia,1998.0,7.0,13.0,USA,WA,Kent,Red,Badgro,Morris Hiram,190.0,72.0,L,R,1929-06-20,1930-09-18,badgr101,badgrre01,usc,1925.0
badgrre01,1902.0,12.0,1.0,USA,WA,Orillia,1998.0,7.0,13.0,USA,WA,Kent,Red,Badgro,Morris Hiram,190.0,72.0,L,R,1929-06-20,1930-09-18,badgr101,badgrre01,usc,1926.0
badgrre01,1902.0,12.0,1.0,USA,WA,Orillia,1998.0,7.0,13.0,USA,WA,Kent,Red,Badgro,Morris Hiram,190.0,72.0,L,R,1929-06-20,1930-09-18,badgr101,badgrre01,usc,1927.0
baeched01,1907.0,5.0,15.0,USA,OK,Paden,1957.0,8.0,15.0,USA,IL,Grafton,Ed,Baecht,Edward Joseph,195.0,75.0,R,R,1926-04-24,1937-09-03,baece101,baeched01,,
baekch01,1980.0,5.0,29.0,South Korea,Busan,Busan,,,,,,,Cha-Seung,Baek,Cha-Seung,190.0,76.0,R,R,2004-08-08,2008-09-28,baekc001,baekch01,,
baergca01,1968.0,11.0,4.0,P.R.,,Santurce,,,,,,,Carlos,Baerga,Carlos Obed,165.0,71.0,B,R,1990-04-14,2005-09-30,baerc001,baergca01,,
baezbe01,1977.0,5.0,6.0,D.R.,Monsenor Nouel,Bonao,,,,,,,Benito,Baez,Benito,160.0,72.0,L,L,2001-08-25,2001-10-05,baezb001,baezbe01,,
baezda01,1977.0,9.0,10.0,Cuba,Pinar del Rio,Pinar del Rio,,,,,,,Danys,Baez,Danys G.,225.0,75.0,R,R,2001-05-13,2011-07-16,baezd001,baezda01,,
baezja01,1992.0,12.0,1.0,P.R.,,Bayamon,,,,,,,Javier,Baez,Ednel Javier,190.0,72.0,R,R,2014-08-05,2017-10-01,baezj001,baezja01,,
baezjo01,1953.0,12.0,31.0,D.R.,San Cristobal,San Cristobal,,,,,,,Jose,Baez,Jose Antonio,160.0,68.0,R,R,1977-04-06,1978-06-06,baezj101,baezjo01,,
baezke01,1967.0,1.0,10.0,USA,NY,Brooklyn,,,,,,,Kevin,Baez,Kevin Richard,160.0,72.0,R,R,1990-09-03,1993-10-03,baezk001,baezke01,dominican,1986.0
baezke01,1967.0,1.0,10.0,USA,NY,Brooklyn,,,,,,,Kevin,Baez,Kevin Richard,160.0,72.0,R,R,1990-09-03,1993-10-03,baezk001,baezke01,dominican,1987.0
baezke01,1967.0,1.0,10.0,USA,NY,Brooklyn,,,,,,,Kevin,Baez,Kevin Richard,160.0,72.0,R,R,1990-09-03,1993-10-03,baezk001,baezke01,dominican,1988.0
baezpe01,1988.0,3.0,11.0,D.R.,Peravia,Bani,,,,,,,Pedro,Baez,Pedro Alberys,230.0,72.0,R,R,2014-05-05,2017-09-30,baezp001,baezpe01,,
bagbyji01,1889.0,10.0,5.0,USA,GA,Barnett,1954.0,7.0,28.0,USA,GA,Marietta,Jim,Bagby,James Charles Jacob,170.0,72.0,B,R,1912-04-22,1923-09-07,bagbj101,bagbyji01,,
bagbyji02,1916.0,9.0,8.0,USA,OH,Cleveland,1988.0,9.0,2.0,USA,GA,Marietta,Jim,Bagby,James Charles Jacob,170.0,74.0,R,R,1938-04-18,1947-09-25,bagbj102,bagbyji02,,
bagwebi01,1895.0,2.0,24.0,USA,LA,Choudrant,1976.0,10.0,5.0,USA,LA,Choudrant,Bill,Bagwell,William Mallory,175.0,73.0,L,L,1923-04-17,1925-09-26,bagwb101,bagwebi01,latech,1920.0
bagwebi01,1895.0,2.0,24.0,USA,LA,Choudrant,1976.0,10.0,5.0,USA,LA,Choudrant,Bill,Bagwell,William Mallory,175.0,73.0,L,L,1923-04-17,1925-09-26,bagwb101,bagwebi01,latech,1921.0
bagwebi01,1895.0,2.0,24.0,USA,LA,Choudrant,1976.0,10.0,5.0,USA,LA,Choudrant,Bill,Bagwell,William Mallory,175.0,73.0,L,L,1923-04-17,1925-09-26,bagwb101,bagwebi01,latech,1922.0
bagweje01,1968.0,5.0,27.0,USA,MA,Boston,,,,,,,Jeff,Bagwell,Jeffrey Robert,195.0,72.0,R,R,1991-04-08,2005-10-02,bagwj001,bagweje01,hartford,1987.0
bagweje01,1968.0,5.0,27.0,USA,MA,Boston,,,,,,,Jeff,Bagwell,Jeffrey Robert,195.0,72.0,R,R,1991-04-08,2005-10-02,bagwj001,bagweje01,hartford,1988.0
bagweje01,1968.0,5.0,27.0,USA,MA,Boston,,,,,,,Jeff,Bagwell,Jeffrey Robert,195.0,72.0,R,R,1991-04-08,2005-10-02,bagwj001,bagweje01,hartford,1989.0
bahnsst01,1944.0,12.0,15.0,USA,IA,Council Bluffs,,,,,,,Stan,Bahnsen,Stanley Raymond,185.0,74.0,R,R,1966-09-09,1982-10-02,bahns101,bahnsst01,nebraska,1965.0
bahred01,1919.0,10.0,16.0,CAN,SK,Rouleau,2007.0,4.0,6.0,USA,WA,Seattle,Ed,Bahr,Edson Garfield,172.0,73.0,R,R,1946-05-01,1947-07-04,bahre101,bahred01,,
bahrefr01,1858.0,,,USA,NY,Poughkeepsie,1888.0,3.0,30.0,USA,NY,Poughkeepsie,Frank,Bahret,Franklin F.,184.0,73.0,,,1884-04-17,1884-04-22,bahrf101,bahrefr01,,
